source,target,weight,time
w25_t186,w25_t187,1.0,25
w25_t186,w25_t224,0.0263,25
w25_t187,w25_t188,1.0,25
w25_t187,w25_t217,0.0333,25
w25_t187,w25_t223,0.0278,25
w25_t188,w25_t189,1.0,25
w25_t188,w25_t214,0.0385,25
w25_t198,w25_t199,1.0,25
w25_t204,w25_t208,0.25,25
w25_t207,w25_t208,1.0,25
w25_t208,w25_t209,1.0,25
w25_t222,w25_t223,1.0,25
w25_t223,w25_t224,1.0,25
w25_t226,w25_t227,1.0,25
w25_t229,w25_t230,1.0,25
w25_t230,w25_t231,1.0,25
w25_t237,w25_t244,0.1429,25
w25_t238,w25_t244,0.1667,25
w25_t239,w25_t240,1.0,25
w25_t240,w25_t243,0.3333,25
w25_t242,w25_t243,1.0,25
w25_t243,w25_t244,1.0,25
w25_t244,w25_t245,1.0,25
w25_t246,w25_t250,0.25,25
w25_t249,w25_t250,1.0,25
w25_t250,w25_t251,1.0,25
w25_t251,w25_t252,1.0,25
w26_t2,w26_t3,1.0,26
w26_t3,w26_t4,1.0,26
w26_t5,w26_t10,0.2,26
w26_t6,w26_t7,1.0,26
w26_t6,w26_t10,0.25,26
w26_t7,w26_t9,0.5,26
w26_t8,w26_t9,1.0,26
w26_t9,w26_t10,1.0,26
w26_t10,w26_t11,1.0,26
w26_t12,w26_t13,1.0,26
w26_t12,w26_t235,0.0045,26
w26_t13,w26_t14,1.0,26
w26_t13,w26_t16,0.3333,26
w26_t13,w26_t17,0.25,26
w26_t17,w26_t18,1.0,26
w26_t18,w26_t19,1.0,26
w26_t18,w26_t100,0.0122,26
w26_t19,w26_t20,1.0,26
w26_t20,w26_t94,0.0135,26
w26_t24,w26_t25,1.0,26
w26_t27,w26_t67,0.025,26
w26_t28,w26_t67,0.0256,26
w26_t43,w26_t44,1.0,26
w26_t44,w26_t45,1.0,26
w26_t55,w26_t60,0.2,26
w26_t58,w26_t59,1.0,26
w26_t59,w26_t60,1.0,26
w26_t61,w26_t62,1.0,26
w26_t61,w26_t66,0.2,26
w26_t62,w26_t63,1.0,26
w26_t62,w26_t66,0.25,26
w26_t63,w26_t65,0.5,26
w26_t64,w26_t65,1.0,26
w26_t65,w26_t66,1.0,26
w26_t66,w26_t67,1.0,26
w26_t67,w26_t73,0.1667,26
w26_t68,w26_t69,1.0,26
w26_t68,w26_t73,0.2,26
w26_t69,w26_t70,1.0,26
w26_t69,w26_t72,0.3333,26
w26_t71,w26_t72,1.0,26
w26_t72,w26_t73,1.0,26
w26_t74,w26_t75,1.0,26
w26_t75,w26_t76,1.0,26
w26_t92,w26_t93,1.0,26
w26_t93,w26_t94,1.0,26
w26_t99,w26_t100,1.0,26
w26_t115,w26_t234,0.0084,26
w26_t117,w26_t234,0.0085,26
w26_t118,w26_t119,1.0,26
w26_t118,w26_t234,0.0086,26
w26_t119,w26_t120,1.0,26
w26_t120,w26_t121,1.0,26
w26_t121,w26_t217,0.0104,26
w26_t122,w26_t217,0.0105,26
w26_t130,w26_t131,1.0,26
w26_t130,w26_t216,0.0116,26
w26_t131,w26_t132,1.0,26
w26_t131,w26_t207,0.0132,26
w26_t131,w26_t208,0.013,26
w26_t131,w26_t209,0.0128,26
w26_t132,w26_t133,1.0,26
w26_t133,w26_t134,1.0,26
w26_t133,w26_t205,0.0139,26
w26_t133,w26_t206,0.0137,26
w26_t139,w26_t140,1.0,26
w26_t139,w26_t205,0.0152,26
w26_t140,w26_t141,1.0,26
w26_t141,w26_t199,0.0172,26
w26_t143,w26_t144,1.0,26
w26_t144,w26_t145,1.0,26
w26_t144,w26_t190,0.0217,26
w26_t145,w26_t146,1.0,26
w26_t145,w26_t180,0.0286,26
w26_t145,w26_t181,0.0278,26
w26_t145,w26_t185,0.025,26
w26_t145,w26_t186,0.0244,26
w26_t146,w26_t147,1.0,26
w26_t150,w26_t151,1.0,26
w26_t150,w26_t172,0.0455,26
w26_t150,w26_t179,0.0345,26
w26_t151,w26_t152,1.0,26
w26_t151,w26_t171,0.05,26
w26_t152,w26_t153,1.0,26
w26_t171,w26_t172,1.0,26
w26_t177,w26_t178,1.0,26
w26_t178,w26_t179,1.0,26
w26_t197,w26_t198,1.0,26
w26_t198,w26_t199,1.0,26
w26_t200,w26_t201,1.0,26
w26_t200,w26_t205,0.2,26
w26_t201,w26_t202,1.0,26
w26_t202,w26_t204,0.5,26
w26_t203,w26_t204,1.0,26
w26_t204,w26_t205,1.0,26
w26_t205,w26_t206,1.0,26
w26_t206,w26_t207,1.0,26
w26_t214,w26_t215,1.0,26
w26_t215,w26_t216,1.0,26
w26_t216,w26_t217,1.0,26
w26_t217,w26_t218,1.0,26
w26_t226,w26_t233,0.1429,26
w26_t227,w26_t233,0.1667,26
w26_t232,w26_t233,1.0,26
w26_t233,w26_t234,1.0,26
w26_t234,w26_t235,1.0,26
w27_t0,w27_t1,1.0,27
w27_t1,w27_t2,1.0,27
w27_t2,w27_t3,1.0,27
w27_t3,w27_t45,0.0238,27
w27_t6,w27_t7,1.0,27
w27_t6,w27_t44,0.0263,27
w27_t7,w27_t8,1.0,27
w27_t7,w27_t12,0.2,27
w27_t7,w27_t13,0.1667,27
w27_t8,w27_t9,1.0,27
w27_t11,w27_t12,1.0,27
w27_t13,w27_t14,1.0,27
w27_t14,w27_t15,1.0,27
w27_t14,w27_t19,0.2,27
w27_t15,w27_t16,1.0,27
w27_t15,w27_t18,0.3333,27
w27_t18,w27_t19,1.0,27
w27_t19,w27_t20,1.0,27
w27_t21,w27_t22,1.0,27
w27_t22,w27_t23,1.0,27
w27_t22,w27_t29,0.1429,27
w27_t23,w27_t24,1.0,27
w27_t23,w27_t27,0.25,27
w27_t28,w27_t29,1.0,27
w27_t29,w27_t30,1.0,27
w27_t30,w27_t31,1.0,27
w27_t32,w27_t43,0.0909,27
w27_t33,w27_t43,0.1,27
w27_t36,w27_t42,0.1667,27
w27_t37,w27_t42,0.2,27
w27_t41,w27_t42,1.0,27
w27_t42,w27_t43,1.0,27
w27_t43,w27_t44,1.0,27
w27_t44,w27_t45,1.0,27
w27_t46,w27_t47,1.0,27
w27_t47,w27_t48,1.0,27
w27_t47,w27_t52,0.2,27
w27_t48,w27_t49,1.0,27
w27_t48,w27_t51,0.3333,27
w27_t50,w27_t51,1.0,27
w27_t51,w27_t52,1.0,27
w27_t61,w27_t84,0.0435,27
w27_t63,w27_t64,1.0,27
w27_t63,w27_t73,0.1,27
w27_t64,w27_t65,1.0,27
w27_t64,w27_t71,0.1429,27
w27_t65,w27_t66,1.0,27
w27_t65,w27_t69,0.25,27
w27_t70,w27_t71,1.0,27
w27_t71,w27_t72,1.0,27
w27_t74,w27_t75,1.0,27
w27_t75,w27_t78,0.3333,27
w27_t77,w27_t78,1.0,27
w27_t82,w27_t83,1.0,27
w27_t83,w27_t84,1.0,27
w27_t85,w27_t86,1.0,27
w27_t85,w27_t89,0.25,27
w27_t86,w27_t87,1.0,27
w27_t88,w27_t89,1.0,27
w27_t91,w27_t94,0.3333,27
w27_t93,w27_t94,1.0,27
w27_t94,w27_t95,1.0,27
w27_t96,w27_t97,1.0,27
w27_t97,w27_t98,1.0,27
w27_t97,w27_t101,0.25,27
w27_t99,w27_t100,1.0,27
w27_t100,w27_t101,1.0,27
w27_t101,w27_t102,1.0,27
w27_t104,w27_t105,1.0,27
w27_t105,w27_t106,1.0,27
w27_t105,w27_t111,0.1667,27
w27_t105,w27_t112,0.1429,27
w27_t105,w27_t179,0.0135,27
w27_t106,w27_t107,1.0,27
w27_t107,w27_t110,0.3333,27
w27_t109,w27_t110,1.0,27
w27_t110,w27_t111,1.0,27
w27_t118,w27_t119,1.0,27
w27_t119,w27_t120,1.0,27
w27_t120,w27_t121,1.0,27
w27_t123,w27_t124,1.0,27
w27_t124,w27_t125,1.0,27
w27_t125,w27_t138,0.0769,27
w27_t126,w27_t127,1.0,27
w27_t126,w27_t138,0.0833,27
w27_t127,w27_t128,1.0,27
w27_t130,w27_t131,1.0,27
w27_t132,w27_t138,0.1667,27
w27_t133,w27_t134,1.0,27
w27_t134,w27_t137,0.3333,27
w27_t136,w27_t137,1.0,27
w27_t137,w27_t138,1.0,27
w27_t139,w27_t140,1.0,27
w27_t140,w27_t141,1.0,27
w27_t140,w27_t177,0.027,27
w27_t140,w27_t178,0.0263,27
w27_t141,w27_t142,1.0,27
w27_t141,w27_t172,0.0323,27
w27_t141,w27_t173,0.0312,27
w27_t141,w27_t177,0.0278,27
w27_t142,w27_t143,1.0,27
w27_t142,w27_t144,0.5,27
w27_t147,w27_t148,1.0,27
w27_t147,w27_t172,0.04,27
w27_t148,w27_t149,1.0,27
w27_t149,w27_t152,0.3333,27
w27_t151,w27_t152,1.0,27
w27_t152,w27_t153,1.0,27
w27_t154,w27_t172,0.0556,27
w27_t155,w27_t156,1.0,27
w27_t156,w27_t157,1.0,27
w27_t156,w27_t161,0.2,27
w27_t156,w27_t171,0.0667,27
w27_t162,w27_t171,0.1111,27
w27_t165,w27_t170,0.2,27
w27_t169,w27_t170,1.0,27
w27_t170,w27_t171,1.0,27
w27_t171,w27_t172,1.0,27
w27_t173,w27_t174,1.0,27
w27_t173,w27_t177,0.25,27
w27_t175,w27_t176,1.0,27
w27_t176,w27_t177,1.0,27
w27_t177,w27_t178,1.0,27
w27_t179,w27_t180,1.0,27
w27_t179,w27_t213,0.0294,27
w27_t179,w27_t214,0.0286,27
w27_t180,w27_t181,1.0,27
w27_t180,w27_t184,0.25,27
w27_t181,w27_t182,1.0,27
w27_t181,w27_t183,0.5,27
w27_t183,w27_t184,1.0,27
w27_t184,w27_t185,1.0,27
w27_t186,w27_t187,1.0,27
w27_t187,w27_t188,1.0,27
w27_t188,w27_t189,1.0,27
w27_t188,w27_t192,0.25,27
w27_t188,w27_t205,0.0588,27
w27_t189,w27_t190,1.0,27
w27_t189,w27_t191,0.5,27
w27_t191,w27_t192,1.0,27
w27_t192,w27_t193,1.0,27
w27_t193,w27_t205,0.0833,27
w27_t194,w27_t195,1.0,27
w27_t194,w27_t205,0.0909,27
w27_t195,w27_t196,1.0,27
w27_t195,w27_t199,0.25,27
w27_t195,w27_t203,0.125,27
w27_t195,w27_t204,0.1111,27
w27_t196,w27_t197,1.0,27
w27_t201,w27_t203,0.5,27
w27_t202,w27_t203,1.0,27
w27_t203,w27_t204,1.0,27
w27_t204,w27_t205,1.0,27
w27_t206,w27_t207,1.0,27
w27_t207,w27_t208,1.0,27
w27_t207,w27_t211,0.25,27
w27_t208,w27_t210,0.5,27
w27_t209,w27_t210,1.0,27
w27_t210,w27_t211,1.0,27
w27_t211,w27_t212,1.0,27
w27_t216,w27_t217,1.0,27
w27_t217,w27_t218,1.0,27
w27_t217,w27_t220,0.3333,27
w27_t220,w27_t221,1.0,27
w27_t222,w27_t223,1.0,27
w27_t223,w27_t224,1.0,27
w27_t223,w27_t252,0.0345,27
w27_t224,w27_t225,1.0,27
w27_t224,w27_t251,0.037,27
w27_t225,w27_t226,1.0,27
w27_t228,w27_t229,1.0,27
w27_t229,w27_t230,1.0,27
w27_t229,w27_t249,0.05,27
w27_t230,w27_t248,0.0556,27
w27_t234,w27_t235,1.0,27
w27_t234,w27_t239,0.2,27
w27_t235,w27_t236,1.0,27
w27_t235,w27_t238,0.3333,27
w27_t238,w27_t239,1.0,27
w27_t239,w27_t240,1.0,27
w27_t243,w27_t248,0.2,27
w27_t246,w27_t247,1.0,27
w27_t247,w27_t248,1.0,27
w27_t248,w27_t249,1.0,27
w27_t249,w27_t250,1.0,27
w27_t250,w27_t251,1.0,27
w27_t251,w27_t252,1.0,27
w27_t252,w27_t253,1.0,27
w27_t253,w27_t254,1.0,27
w28_t1,w28_t2,1.0,28
w28_t3,w28_t8,0.2,28
w28_t4,w28_t5,1.0,28
w28_t5,w28_t7,0.5,28
w28_t6,w28_t7,1.0,28
w28_t7,w28_t8,1.0,28
w28_t8,w28_t9,1.0,28
w28_t9,w28_t10,1.0,28
w28_t10,w28_t11,1.0,28
w28_t10,w28_t30,0.05,28
w28_t10,w28_t31,0.0476,28
w28_t10,w28_t37,0.037,28
w28_t11,w28_t12,1.0,28
w28_t11,w28_t14,0.3333,28
w28_t11,w28_t15,0.25,28
w28_t12,w28_t13,1.0,28
w28_t13,w28_t14,1.0,28
w28_t14,w28_t15,1.0,28
w28_t21,w28_t22,1.0,28
w28_t21,w28_t30,0.1111,28
w28_t22,w28_t23,1.0,28
w28_t22,w28_t28,0.1667,28
w28_t24,w28_t28,0.25,28
w28_t27,w28_t28,1.0,28
w28_t28,w28_t29,1.0,28
w28_t29,w28_t30,1.0,28
w28_t31,w28_t32,1.0,28
w28_t31,w28_t36,0.2,28
w28_t32,w28_t33,1.0,28
w28_t32,w28_t34,0.5,28
w28_t34,w28_t35,1.0,28
w28_t35,w28_t36,1.0,28
w28_t36,w28_t37,1.0,28
w28_t38,w28_t39,1.0,28
w28_t38,w28_t41,0.3333,28
w28_t38,w28_t42,0.25,28
w28_t40,w28_t41,1.0,28
w28_t41,w28_t42,1.0,28
w28_t42,w28_t43,1.0,28
w28_t44,w28_t45,1.0,28
w28_t44,w28_t50,0.1667,28
w28_t44,w28_t81,0.027,28
w28_t45,w28_t46,1.0,28
w28_t45,w28_t48,0.3333,28
w28_t48,w28_t49,1.0,28
w28_t51,w28_t52,1.0,28
w28_t51,w28_t59,0.125,28
w28_t51,w28_t71,0.05,28
w28_t52,w28_t53,1.0,28
w28_t53,w28_t54,1.0,28
w28_t53,w28_t58,0.2,28
w28_t54,w28_t55,1.0,28
w28_t54,w28_t56,0.5,28
w28_t54,w28_t57,0.3333,28
w28_t56,w28_t57,1.0,28
w28_t57,w28_t58,1.0,28
w28_t59,w28_t60,1.0,28
w28_t60,w28_t61,1.0,28
w28_t60,w28_t65,0.2,28
w28_t60,w28_t69,0.1111,28
w28_t60,w28_t70,0.1,28
w28_t61,w28_t62,1.0,28
w28_t61,w28_t63,0.5,28
w28_t63,w28_t64,1.0,28
w28_t65,w28_t66,1.0,28
w28_t65,w28_t69,0.25,28
w28_t66,w28_t67,1.0,28
w28_t66,w28_t69,0.3333,28
w28_t67,w28_t68,1.0,28
w28_t68,w28_t69,1.0,28
w28_t69,w28_t70,1.0,28
w28_t70,w28_t71,1.0,28
w28_t71,w28_t72,1.0,28
w28_t71,w28_t76,0.2,28
w28_t72,w28_t73,1.0,28
w28_t74,w28_t75,1.0,28
w28_t75,w28_t76,1.0,28
w28_t80,w28_t81,1.0,28
w28_t83,w28_t84,1.0,28
w28_t83,w28_t159,0.0132,28
w28_t84,w28_t85,1.0,28
w28_t85,w28_t159,0.0135,28
w28_t87,w28_t88,1.0,28
w28_t88,w28_t89,1.0,28
w28_t88,w28_t158,0.0143,28
w28_t89,w28_t90,1.0,28
w28_t89,w28_t125,0.0278,28
w28_t89,w28_t157,0.0147,28
w28_t90,w28_t91,1.0,28
w28_t90,w28_t118,0.0357,28
w28_t90,w28_t125,0.0286,28
w28_t91,w28_t92,1.0,28
w28_t91,w28_t117,0.0385,28
w28_t91,w28_t118,0.037,28
w28_t92,w28_t93,1.0,28
w28_t93,w28_t117,0.0417,28
w28_t96,w28_t97,1.0,28
w28_t96,w28_t113,0.0588,28
w28_t97,w28_t98,1.0,28
w28_t97,w28_t102,0.2,28
w28_t98,w28_t99,1.0,28
w28_t98,w28_t101,0.3333,28
w28_t100,w28_t101,1.0,28
w28_t101,w28_t102,1.0,28
w28_t102,w28_t103,1.0,28
w28_t103,w28_t113,0.1,28
w28_t104,w28_t105,1.0,28
w28_t104,w28_t112,0.125,28
w28_t104,w28_t113,0.1111,28
w28_t105,w28_t106,1.0,28
w28_t106,w28_t112,0.1667,28
w28_t107,w28_t112,0.2,28
w28_t110,w28_t111,1.0,28
w28_t111,w28_t112,1.0,28
w28_t112,w28_t113,1.0,28
w28_t113,w28_t114,1.0,28
w28_t116,w28_t117,1.0,28
w28_t117,w28_t118,1.0,28
w28_t118,w28_t119,1.0,28
w28_t119,w28_t120,1.0,28
w28_t119,w28_t125,0.1667,28
w28_t120,w28_t121,1.0,28
w28_t120,w28_t125,0.2,28
w28_t121,w28_t122,1.0,28
w28_t121,w28_t124,0.3333,28
w28_t123,w28_t124,1.0,28
w28_t124,w28_t125,1.0,28
w28_t125,w28_t126,1.0,28
w28_t126,w28_t157,0.0323,28
w28_t127,w28_t128,1.0,28
w28_t128,w28_t129,1.0,28
w28_t128,w28_t156,0.0357,28
w28_t131,w28_t149,0.0556,28
w28_t132,w28_t133,1.0,28
w28_t133,w28_t134,1.0,28
w28_t136,w28_t137,1.0,28
w28_t138,w28_t139,1.0,28
w28_t139,w28_t140,1.0,28
w28_t140,w28_t143,0.3333,28
w28_t142,w28_t143,1.0,28
w28_t143,w28_t144,1.0,28
w28_t147,w28_t148,1.0,28
w28_t148,w28_t149,1.0,28
w28_t154,w28_t155,1.0,28
w28_t155,w28_t156,1.0,28
w28_t156,w28_t157,1.0,28
w28_t157,w28_t158,1.0,28
w28_t158,w28_t159,1.0,28
w28_t162,w28_t233,0.0141,28
w28_t163,w28_t233,0.0143,28
w28_t164,w28_t165,1.0,28
w28_t165,w28_t166,1.0,28
w28_t167,w28_t168,1.0,28
w28_t168,w28_t169,1.0,28
w28_t170,w28_t171,1.0,28
w28_t170,w28_t230,0.0167,28
w28_t170,w28_t232,0.0161,28
w28_t171,w28_t172,1.0,28
w28_t171,w28_t225,0.0185,28
w28_t172,w28_t173,1.0,28
w28_t172,w28_t175,0.3333,28
w28_t172,w28_t195,0.0435,28
w28_t172,w28_t201,0.0345,28
w28_t172,w28_t202,0.0333,28
w28_t172,w28_t225,0.0189,28
w28_t176,w28_t177,1.0,28
w28_t176,w28_t193,0.0588,28
w28_t177,w28_t178,1.0,28
w28_t181,w28_t182,1.0,28
w28_t182,w28_t183,1.0,28
w28_t185,w28_t186,1.0,28
w28_t192,w28_t193,1.0,28
w28_t193,w28_t194,1.0,28
w28_t196,w28_t197,1.0,28
w28_t199,w28_t200,1.0,28
w28_t202,w28_t225,0.0435,28
w28_t203,w28_t225,0.0455,28
w28_t204,w28_t225,0.0476,28
w28_t205,w28_t206,1.0,28
w28_t205,w28_t225,0.05,28
w28_t206,w28_t207,1.0,28
w28_t206,w28_t211,0.2,28
w28_t207,w28_t208,1.0,28
w28_t211,w28_t224,0.0769,28
w28_t212,w28_t213,1.0,28
w28_t212,w28_t218,0.1667,28
w28_t212,w28_t224,0.0833,28
w28_t213,w28_t214,1.0,28
w28_t213,w28_t216,0.3333,28
w28_t216,w28_t217,1.0,28
w28_t218,w28_t223,0.2,28
w28_t219,w28_t220,1.0,28
w28_t219,w28_t223,0.25,28
w28_t222,w28_t223,1.0,28
w28_t223,w28_t224,1.0,28
w28_t224,w28_t225,1.0,28
w28_t225,w28_t226,1.0,28
w28_t230,w28_t231,1.0,28
w28_t231,w28_t232,1.0,28
w28_t232,w28_t233,1.0,28
w28_t233,w28_t234,1.0,28
w28_t238,w28_t239,1.0,28
w28_t242,w28_t243,1.0,28
w28_t243,w28_t244,1.0,28
w28_t244,w28_t245,1.0,28
w28_t245,w28_t246,1.0,28
w28_t245,w28_t248,0.3333,28
w28_t249,w28_t250,1.0,28
w28_t250,w28_t251,1.0,28
w28_t250,w28_t255,0.2,28
w28_t251,w28_t252,1.0,28
w28_t251,w28_t254,0.3333,28
w28_t251,w28_t255,0.25,28
w28_t252,w28_t254,0.5,28
w28_t253,w28_t254,1.0,28
w28_t254,w28_t255,1.0,28
w29_t0,w29_t1,1.0,29
w29_t0,w29_t10,0.1,29
w29_t1,w29_t2,1.0,29
w29_t1,w29_t5,0.25,29
w29_t1,w29_t6,0.2,29
w29_t1,w29_t9,0.125,29
w29_t2,w29_t3,1.0,29
w29_t2,w29_t4,0.5,29
w29_t4,w29_t5,1.0,29
w29_t5,w29_t6,1.0,29
w29_t8,w29_t9,1.0,29
w29_t9,w29_t10,1.0,29
w29_t10,w29_t11,1.0,29
w29_t11,w29_t15,0.25,29
w29_t12,w29_t15,0.3333,29
w29_t14,w29_t15,1.0,29
w29_t15,w29_t16,1.0,29
w29_t17,w29_t18,1.0,29
w29_t18,w29_t19,1.0,29
w29_t18,w29_t21,0.3333,29
w29_t18,w29_t22,0.25,29
w29_t19,w29_t21,0.5,29
w29_t20,w29_t21,1.0,29
w29_t21,w29_t22,1.0,29
w29_t22,w29_t23,1.0,29
w29_t23,w29_t24,1.0,29
w29_t24,w29_t25,1.0,29
w29_t24,w29_t44,0.05,29
w29_t25,w29_t26,1.0,29
w29_t25,w29_t43,0.0556,29
w29_t29,w29_t43,0.0714,29
w29_t31,w29_t42,0.0909,29
w29_t34,w29_t42,0.125,29
w29_t41,w29_t42,1.0,29
w29_t42,w29_t43,1.0,29
w29_t43,w29_t44,1.0,29
w29_t48,w29_t49,1.0,29
w29_t53,w29_t54,1.0,29
w29_t54,w29_t55,1.0,29
w29_t60,w29_t61,1.0,29
w29_t60,w29_t125,0.0154,29
w29_t61,w29_t62,1.0,29
w29_t61,w29_t122,0.0164,29
w29_t61,w29_t123,0.0161,29
w29_t62,w29_t63,1.0,29
w29_t62,w29_t105,0.0233,29
w29_t62,w29_t118,0.0179,29
w29_t62,w29_t119,0.0175,29
w29_t62,w29_t120,0.0172,29
w29_t63,w29_t64,1.0,29
w29_t64,w29_t104,0.025,29
w29_t66,w29_t104,0.0263,29
w29_t67,w29_t68,1.0,29
w29_t67,w29_t95,0.0357,29
w29_t68,w29_t69,1.0,29
w29_t68,w29_t90,0.0455,29
w29_t68,w29_t91,0.0435,29
w29_t69,w29_t70,1.0,29
w29_t69,w29_t89,0.05,29
w29_t70,w29_t71,1.0,29
w29_t70,w29_t85,0.0667,29
w29_t70,w29_t86,0.0625,29
w29_t70,w29_t89,0.0526,29
w29_t71,w29_t72,1.0,29
w29_t79,w29_t84,0.2,29
w29_t81,w29_t83,0.5,29
w29_t82,w29_t83,1.0,29
w29_t83,w29_t84,1.0,29
w29_t84,w29_t85,1.0,29
w29_t88,w29_t89,1.0,29
w29_t89,w29_t90,1.0,29
w29_t90,w29_t91,1.0,29
w29_t94,w29_t95,1.0,29
w29_t95,w29_t96,1.0,29
w29_t103,w29_t104,1.0,29
w29_t104,w29_t105,1.0,29
w29_t105,w29_t118,0.0769,29
w29_t106,w29_t107,1.0,29
w29_t106,w29_t118,0.0833,29
w29_t107,w29_t108,1.0,29
w29_t107,w29_t116,0.1111,29
w29_t108,w29_t109,1.0,29
w29_t108,w29_t112,0.25,29
w29_t108,w29_t116,0.125,29
w29_t111,w29_t112,1.0,29
w29_t115,w29_t116,1.0,29
w29_t116,w29_t117,1.0,29
w29_t117,w29_t118,1.0,29
w29_t121,w29_t122,1.0,29
w29_t122,w29_t123,1.0,29
w29_t123,w29_t124,1.0,29
w29_t132,w29_t163,0.0323,29
w29_t134,w29_t135,1.0,29
w29_t135,w29_t136,1.0,29
w29_t138,w29_t139,1.0,29
w29_t140,w29_t162,0.0455,29
w29_t141,w29_t142,1.0,29
w29_t142,w29_t161,0.0526,29
w29_t145,w29_t161,0.0625,29
w29_t146,w29_t147,1.0,29
w29_t147,w29_t148,1.0,29
w29_t147,w29_t150,0.3333,29
w29_t149,w29_t150,1.0,29
w29_t150,w29_t151,1.0,29
w29_t160,w29_t161,1.0,29
w29_t161,w29_t162,1.0,29
w29_t162,w29_t163,1.0,29
w29_t165,w29_t166,1.0,29
w29_t171,w29_t172,1.0,29
w29_t172,w29_t173,1.0,29
w29_t172,w29_t201,0.0345,29
w29_t173,w29_t174,1.0,29
w29_t173,w29_t199,0.0385,29
w29_t174,w29_t175,1.0,29
w29_t174,w29_t176,0.5,29
w29_t177,w29_t199,0.0455,29
w29_t178,w29_t179,1.0,29
w29_t178,w29_t199,0.0476,29
w29_t179,w29_t180,1.0,29
w29_t179,w29_t197,0.0556,29
w29_t179,w29_t198,0.0526,29
w29_t181,w29_t197,0.0625,29
w29_t182,w29_t197,0.0667,29
w29_t183,w29_t184,1.0,29
w29_t183,w29_t197,0.0714,29
w29_t184,w29_t185,1.0,29
w29_t184,w29_t189,0.2,29
w29_t185,w29_t186,1.0,29
w29_t185,w29_t188,0.3333,29
w29_t187,w29_t188,1.0,29
w29_t188,w29_t189,1.0,29
w29_t189,w29_t190,1.0,29
w29_t192,w29_t196,0.25,29
w29_t195,w29_t196,1.0,29
w29_t196,w29_t197,1.0,29
w29_t197,w29_t198,1.0,29
w29_t198,w29_t199,1.0,29
w29_t199,w29_t200,1.0,29
w29_t200,w29_t201,1.0,29
w29_t201,w29_t202,1.0,29
w29_t202,w29_t203,1.0,29
w29_t206,w29_t207,1.0,29
w29_t206,w29_t244,0.0263,29
w29_t212,w29_t213,1.0,29
w29_t212,w29_t243,0.0323,29
w29_t213,w29_t214,1.0,29
w29_t213,w29_t217,0.25,29
w29_t213,w29_t242,0.0345,29
w29_t214,w29_t215,1.0,29
w29_t214,w29_t216,0.5,29
w29_t216,w29_t217,1.0,29
w29_t217,w29_t218,1.0,29
w29_t219,w29_t220,1.0,29
w29_t219,w29_t235,0.0625,29
w29_t219,w29_t242,0.0435,29
w29_t220,w29_t221,1.0,29
w29_t220,w29_t234,0.0714,29
w29_t221,w29_t222,1.0,29
w29_t221,w29_t229,0.125,29
w29_t222,w29_t223,1.0,29
w29_t223,w29_t228,0.2,29
w29_t226,w29_t227,1.0,29
w29_t227,w29_t228,1.0,29
w29_t229,w29_t234,0.2,29
w29_t230,w29_t231,1.0,29
w29_t230,w29_t234,0.25,29
w29_t231,w29_t233,0.5,29
w29_t232,w29_t233,1.0,29
w29_t233,w29_t234,1.0,29
w29_t234,w29_t235,1.0,29
w29_t236,w29_t237,1.0,29
w29_t237,w29_t238,1.0,29
w29_t237,w29_t241,0.25,29
w29_t238,w29_t240,0.5,29
w29_t239,w29_t240,1.0,29
w29_t240,w29_t241,1.0,29
w29_t241,w29_t242,1.0,29
w29_t242,w29_t243,1.0,29
w29_t245,w29_t246,1.0,29
w29_t246,w29_t247,1.0,29
w29_t246,w29_t250,0.25,29
w29_t247,w29_t248,1.0,29
w29_t247,w29_t249,0.5,29
w29_t249,w29_t250,1.0,29
w29_t250,w29_t251,1.0,29
w29_t251,w29_t252,1.0,29
w29_t252,w29_t253,1.0,29
w29_t253,w29_t254,1.0,29
w29_t254,w29_t255,1.0,29
